TN Code,MC,LC,TN Raise Date,Exchange Type,Organization Name,Organization Type,Business Type,Issue Type,Earliest Start Date,Latest End Date,Internship Focus,Primary fow,Background in primary field of work,secondary fow,Background in secondary field of work,Languages,Skills,Workfield,Master Issues,Sub Issues,Link,entry_id
TN-In-UK-RD-2013-1215,UNITED KINGDOM,AIESEC READING,21-12-2013-02:16:52 AM,Global Internship,Interactive Intelligence,Company,Information Technology (Computer) Services,,03-31-2014,10-04-2014,-,Information Technology," Web Services, Database Management, Software Development and Programming, Web Applications, Telecommunications, Systems Analysis and Design",Other Technical Subjects,-," English(Excellent), German(Excellent)","TCP/IP,Windows Operating Systems,C++,Java,Microsoft SQL Server,Oracle,LAN (local area network),SQL,C#,Voice - IP Telephony (VoIP),Client Servicing Skills,.NET,Network Design,Network security,IP/MPLS","Information Technology,Other Technical Subjects",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100222815,2294
TN-In-UK-RD-2013-1216,UNITED KINGDOM,AIESEC READING,21-12-2013-02:16:53 AM,Global Internship,Interactive Intelligence,Company,Information Technology (Computer) Services,,03-31-2014,10-04-2014,-,Information Technology," Web Services, Database Management, Software Development and Programming, Web Applications, Telecommunications, Systems Analysis and Design",Other Technical Subjects,-," English(Excellent), German(Excellent)","TCP/IP,Windows Operating Systems,C++,Java,Microsoft SQL Server,Oracle,LAN (local area network),SQL,C#,Voice - IP Telephony (VoIP),Client Servicing Skills,.NET,Network Design,Network security,IP/MPLS","Information Technology,Other Technical Subjects",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100222816,2295
TN-In-UK-UC-2014-1264,UNITED KINGDOM,AIESEC UCL-SOAS,13-02-2014-03:25:22 PM,Global Internship,MoPowered,Company,Information Technology (Computer) Services,,02-13-2014,09-06-2015,-,Information Technology," Web Services, Mobile Applications, Software Development and Programming, User Applications, Web Development and Management",-,-, English(Excellent),"HTML,Java,PC User Skills,Internet User Skills,Visual Studio,Javascript,C#,CSS,HTML 5,.NET,jQuery",Information Technology,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100228673,2523
TN-In-UK-CY-2014-1247,UNITED KINGDOM,AIESEC CITY,13-02-2014-07:45:11 PM,Global Internship,PleaseCycle,Company,"Advertising, Public Relations or Marketing",,03-02-2014,10-31-2014,-,Marketing," International Marketing, Customer Relationship Management","Business Administration,Economics"," International Management, Project Management"," Dutch(Good), English(Excellent), French(Excellent), German(Excellent), Danish(Good)","Project Management,Leadership skills,Presentation skills,Financial Management skills,Marketing / Selling skills,PC User Skills,Mac User Skills,Internet User Skills,Photoshop,LAN (local area network),Salesforce,Client Servicing Skills","Business Administration,Economics,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100228695,2540
TN-In-UK-MC-2014-2157,UNITED KINGDOM,UNITED KINGDOM,03-03-2014-04:47:04 PM,Global Internship,Daniel Englender Furniture Projects,Company,Other,,03-31-2014,03-30-2015,-,Business Administration," Project Management, Industrial Management, Introduction to Management / Business Administration",Other Technical Subjects,-," English(Excellent), Turkish(Native)","Project Management,LAN (local area network),Client Servicing Skills","Business Administration,Other Technical Subjects",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100232413,2702
TN-In-UK-UC-2014-1265,UNITED KINGDOM,AIESEC UCL-SOAS,05-03-2014-10:47:15 PM,Global Internship,OptiRisk Systems Ltd,Company,Information Technology (Computer) Software,,03-31-2014,03-30-2015,-,Information Technology," User Applications, Software Development and Programming, Web Applications, Systems Analysis and Design",-,-, English(Excellent),"UNIX/Linux OS,Windows Operating Systems,MacOS,C++,Java,PC User Skills,Mac User Skills,Internet User Skills,Microsoft Access,Visual Studio,Javascript,C#,Eclipse,MySQL,GIT",Information Technology,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100232975,2713
TN-In-UK-LD-2014-1239,UNITED KINGDOM,AIESEC LEEDS,27-03-2014-01:43:45 PM,Global Internship,Langton Howarth,Company,Human Resource Services,,05-06-2014,11-06-2015,-,Human Resources, Recruitment and Allocation,-,-," Chinese(Good), English(Excellent), French(Excellent), German(Excellent)","Organisational Management,Team Management,Project Management,Leadership skills,Presentation skills,Marketing / Selling skills,PC User Skills,Mac User Skills,Internet User Skills,Client Servicing Skills",Human Resources,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100239166,2924
TN-In-UK-LD-2014-1240,UNITED KINGDOM,AIESEC LEEDS,27-03-2014-02:32:16 PM,Global Internship,Langton Howarth,Company,Human Resource Services,,05-06-2014,11-06-2015,-,Human Resources, Recruitment and Allocation,-,-," Chinese, Mandarin(Good), English(Excellent), French(Excellent), German(Excellent)","Team Management,Presentation skills,Marketing / Selling skills,PC User Skills,Mac User Skills,Internet User Skills,Client Servicing Skills",Human Resources,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100239167,2925
TN-In-UK-LD-2014-1241,UNITED KINGDOM,AIESEC LEEDS,27-03-2014-02:32:17 PM,Global Internship,Langton Howarth,Company,Human Resource Services,,05-06-2014,11-06-2015,-,Human Resources, Recruitment and Allocation,-,-," Chinese, Mandarin(Good), English(Excellent), French(Excellent), German(Excellent)","Team Management,Presentation skills,Marketing / Selling skills,PC User Skills,Mac User Skills,Internet User Skills,Client Servicing Skills",Human Resources,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100239168,2926
TN-In-UK-MC-2014-2165,UNITED KINGDOM,UNITED KINGDOM,02-04-2014-02:59:01 PM,Global Internship,Greater Minds,Company,Education (Others),,06-30-2014,06-29-2015,-,Information Technology," Web Services, Web Development and Management, Software Development and Programming, Web Applications, Mobile Applications, Systems Analysis and Design",-,-, English(Excellent),"Organisational Management,Windows Operating Systems,HTML,Java,Project Management,Leadership skills,PC User Skills,Internet User Skills,Javascript,XML,Jscript,PHP,Ajax,CSS,HTML 5,jQuery,Worldpress",Information Technology,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100242050,2990
TN-In-UK-MC-2014-2166,UNITED KINGDOM,UNITED KINGDOM,03-04-2014-09:11:00 AM,Global Internship,Greater Minds,Company,Education (Others),,05-31-2014,05-30-2015,-,Marketing," Customer Relationship Management, Product Planning, Development & Control, Market Research & Evaluation, Retail + Sales Marketing, Introductory Marketing",-,-, English(Excellent),"Organisational Management,Project Management,Leadership skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Javascript,PHP,Client Servicing Skills,CSS,HTML 5,jQuery",Marketing,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100242278,2995
TN-In-UK-ED-2014-1220,UNITED KINGDOM,AIESEC EDINBURGH,11-04-2014-12:57:31 AM,Global Internship,Runtime Revolution,Company,Information Technology (Computer) Software,,05-29-2014,06-29-2015,-,Information Technology," Mobile Technology, Software Development and Programming, Mobile Applications",Engineering, Introductory Engineering, English(Good),"UNIX/Linux OS,Windows Operating Systems,MacOS,C,C++,Database Design and Development Tools,Other Development Tools,Visual Studio,Visual C++,Javascript,Android,iOS,Objective C,Assembly","Information Technology,Engineering",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100244747,3128
TN-In-UK-MC-2014-2170,UNITED KINGDOM,UNITED KINGDOM,29-04-2014-10:15:16 AM,Global Internship,Unilever UK Central Resources,Company,Food & Beverages,,06-22-2014,07-05-2015,-,Human Resources," Recruitment and Allocation, Advanced HR management",-,-, English(Excellent),"Project Management,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills",Human Resources,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100250612,3312
TN-In-UK-MC-2014-2158,UNITED KINGDOM,UNITED KINGDOM,09-03-2014-07:49:18 PM,Global Internship,The Bridge London,Non Profit Organization,Education (Others),,08-19-2014,08-18-2015,-,Teaching & Language Education," Introductory Teaching, Child (Youth) Education",Business Administration," Project Management, Corporate Community Engagement, Organisation Management + Planning"," English(Good), Slavic (Bosnian, Serbian, Croatian)(Native)","First Aid,Community Development,Project Management,Training/ Facilitating skills,Leadership skills","Business Administration,Teaching & Language Education",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100233627,17825
TN-In-US-MI-2013-1257,UNITED STATES,AIESEC MICHIGAN,25-11-2013-04:03:32 PM,Global Internship,Sigma International,Company,Industrial Manufacturing,,03-31-2014,09-30-2015,-,Engineering, Electrical Engineering,-,-," English(None), Korean(Excellent)","PC User Skills,Mac User Skills,Internet User Skills,Auto-CAD",Engineering,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100218230,153
TN-In-US-MI-2013-1258,UNITED STATES,AIESEC MICHIGAN,25-11-2013-04:17:16 PM,Global Internship,Sigma International,Company,Industrial Manufacturing,,03-31-2014,09-30-2015,-,Engineering, Industrial Engineering,-,-," Chinese(None), English(None), Korean(None)","Driver's licence,PC User Skills,Mac User Skills,Internet User Skills,Auto-CAD,Computer aided design",Engineering,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100218237,154
TN-In-US-MI-2013-1259,UNITED STATES,AIESEC MICHIGAN,25-11-2013-04:20:31 PM,Global Internship,Sigma International,Company,Industrial Manufacturing,,03-31-2014,09-30-2015,-,Engineering, Industrial Engineering,-,-," Chinese(None), English(None), Korean(None)","Driver's licence,PC User Skills,Mac User Skills,Internet User Skills,Auto-CAD,Computer aided design",Engineering,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100218239,155
TN-In-US-MI-2013-1260,UNITED STATES,AIESEC MICHIGAN,25-11-2013-04:20:31 PM,Global Internship,Sigma International,Company,Industrial Manufacturing,,03-31-2014,09-30-2015,-,Engineering, Electrical Engineering,-,-," Chinese(None), English(None), Korean(None)","Driver's licence,PC User Skills,Mac User Skills,Internet User Skills,Auto-CAD,Computer aided design",Engineering,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100218240,156
TN-In-US-BC-2013-1295,UNITED STATES,AIESEC BARUCH,20-07-2013-10:54:24 PM,Global Internship,"Brooks Brothers Group, Inc",Company,Retail & FMCG,,08-24-2013,10-30-2013,-,Marketing," Product Planning, Development & Control, Market Research & Evaluation, Introductory Marketing","Business Administration,Other Technical Subjects",-, English(Native),"Windows Operating Systems,MacOS,PC User Skills,Internet User Skills,SAP","Business Administration,Marketing,Other Technical Subjects",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100196865,631
TN-In-US-MA-2014-1257,UNITED STATES,AIESEC MADISON,20-02-2014-08:13:04 AM,Global Internship,Helgesen,Company,Engineering,,05-04-2014,03-06-2016,-,Engineering," Mechanical Engineering, Industrial Engineering",Other Technical Subjects,-," Chinese, Cantonese(Native), English(Good), Portuguese(Native), Polish(Native)","Driver's licence,Project Management,Leadership skills,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Computer aided design,Fluid Mechanics,Engineering Mechanics,Machine Elements,Manufacturing Technology,Hydromechanics","Other Technical Subjects,Engineering",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100230162,681
TN-In-US-AU-2012-1227,UNITED STATES,AIESEC AUSTIN,28-06-2012-06:10:10 AM,Global Internship,Sparksight,Company,Information Technology (Computer) Software,,04-13-2014,04-29-2015,"Other subjects literacy,Cross-cultural dialogues",-,-,-,-, English(Excellent),"Windows Operating Systems,HTML,PC User Skills,Internet User Skills,Photoshop,Javascript,Client Servicing Skills,Android,iOS,jQuery",Information Technology,"Literacy,Cultural Understanding","Other subjects literacy,Cross-cultural dialogues",http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100135130,754
TN-In-US-SJ-2012-1299,UNITED STATES,AIESEC SAN JOSE,13-11-2012-09:56:51 PM,Global Internship,Apttus Corporation,Company,Information Technology (Computer) Software,,09-15-2013,09-29-2014,-,-,-,-,-, English(Excellent),"Windows Operating Systems,C,C++,Java,Project Management,Leadership skills,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,SAP,C#,Salesforce,Client Servicing Skills","Business Administration,Information Technology,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100151014,823
TN-In-US-HO-2012-1218,UNITED STATES,AIESEC HOUSTON,19-12-2012-02:31:23 AM,Global Internship,Radia Enterprises Inc.,Company,Other,,04-10-2013,02-28-2014,Career planning,Marketing," Introductory Marketing, Consumer + Buyer Behaviour, Market Research & Evaluation",-,-, English(None),"Windows Operating Systems,PC User Skills,Internet User Skills,Microsoft Access,Photoshop",Marketing,Career Development,Career planning,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100157215,943
TN-In-US-HO-2012-1219,UNITED STATES,AIESEC HOUSTON,19-12-2012-03:03:48 AM,Global Internship,Radia Enterprises Inc.,Company,Other,,04-10-2013,02-28-2014,Career planning,Marketing," Introductory Marketing, Consumer + Buyer Behaviour, Market Research & Evaluation",-,-, English(None),"Windows Operating Systems,PC User Skills,Internet User Skills,Microsoft Access,Photoshop",Marketing,Career Development,Career planning,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100157216,944
TN-In-US-EC-2014-1209,UNITED STATES,AIESEC EAU CLAIRE,23-01-2014-01:32:01 AM,Global Internship,RealityWorks,Company,Consumer Prod. Manufacturers,,05-31-2014,09-30-2014,-,Marketing," Product Planning, Development & Control, Market Research & Evaluation, International Marketing","Business Administration,Cultural Education",-," English(Excellent), Spanish(Native)","Community Development,Project Management,Leadership skills,Presentation skills,Financial Management skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Microsoft Access","Business Administration,Marketing,Cultural Education",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100225777,986
TN-In-US-NI-2013-1202,UNITED STATES,AIESEC NORTHERN ILLINOIS,12-04-2013-08:50:47 PM,Global Internship,"Spraying Systems, Co.",Company,Consumer Prod. Manufacturers,,01-31-2014,01-31-2015,"Career planning,Flora and fauna protection",Other Technical Subjects,-,"Marketing,Engineering"," Mechanical Engineering, Customer Relationship Management, Industrial Engineering"," Arabic(Excellent), English(Excellent)","C,C++,Java,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Oracle,Sybase,Auto-CAD,MySQL,Client Servicing Skills,Engineering Mechanics,Process Engineering,Manufacturing Technology","Marketing,Other Technical Subjects,Engineering","Career Development,Environment","Career planning,Flora and fauna protection",http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100174754,1185
TN-In-US-NI-2013-1204,UNITED STATES,AIESEC NORTHERN ILLINOIS,05-09-2013-11:49:44 PM,Global Internship,"Spraying Systems, Co.",Company,Consumer Prod. Manufacturers,,01-31-2014,01-31-2015,-,Other Technical Subjects,-,Marketing," Advertising + Public Relations, Consumer + Buyer Behaviour", English(Excellent),"C,C++,Java,Project Management,Leadership skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Oracle,Auto-CAD,MySQL,Client Servicing Skills,Computer aided design,Material Science,Construction Engineering,Manufacturing Technology","Marketing,Other Technical Subjects",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100201555,1186
TN-In-US-NI-2013-1206,UNITED STATES,AIESEC NORTHERN ILLINOIS,05-09-2013-11:57:06 PM,Global Internship,"Spraying Systems, Co.",Company,Consumer Prod. Manufacturers,,01-31-2014,01-31-2015,-,Other Technical Subjects,-,Marketing," Advertising + Public Relations, Consumer + Buyer Behaviour", English(Excellent),"C,C++,Java,Project Management,Leadership skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Oracle,Auto-CAD,MySQL,Client Servicing Skills,Computer aided design,Material Science,Construction Engineering,Manufacturing Technology","Marketing,Other Technical Subjects",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100201557,1187
TN-In-US-NW-2014-1232,UNITED STATES,AIESEC NORTHWESTERN,13-04-2014-07:36:35 AM,Global Internship,myfootpath LLC,Company,"Advertising, Public Relations or Marketing",,05-25-2014,12-30-2015,-,Information Technology, Web Development and Management,-,-, English(Excellent),"HTML,PC User Skills,Internet User Skills,Javascript,PHP,Ajax,CSS,jQuery",Information Technology,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100245284,1377
TN-In-US-AU-2014-1236,UNITED STATES,AIESEC AUSTIN,31-03-2014-08:56:28 AM,Global Internship,"Baxter Planning Systems, Inc.",Company,Business Services,,08-31-2014,02-27-2016,-,Other Technical Subjects,-,"Business Administration,Information Technology"," Transportation / Distribution Management, International Management, Organisation Management + Planning", English(Excellent),"Project Management,PC User Skills,Internet User Skills","Business Administration,Information Technology,Other Technical Subjects",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100240934,1408
TN-In-US-YL-2014-1224,UNITED STATES,AIESEC YALE,07-02-2014-04:09:44 PM,Global Internship,Elm Talent Group LLC,Company,Human Resource Services,,04-27-2014,04-26-2015,-,Human Resources," Recruitment and Allocation, Personal Evaluation",-,-," English(Native), Spanish(Excellent)","Organisational Management,Team Management,Project Management,Training/ Facilitating skills,Leadership skills,Presentation skills,Marketing / Selling skills,PC User Skills,Mac User Skills,Internet User Skills,Client Servicing Skills",Human Resources,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100228135,1710
TN-In-US-AU-2013-1233,UNITED STATES,AIESEC AUSTIN,19-12-2013-08:18:16 AM,Global Internship,TechInsights,Company,Information Technology (Computer) Hardware,,02-28-2014,08-30-2014,-,Business Administration," Project Management, Introduction to Management / Business Administration, Organisation Management + Planning",Information Technology,-," English(Excellent), Polish(Good)","Project Management,Leadership skills,Presentation skills,PC User Skills,Internet User Skills,Client Servicing Skills","Business Administration,Information Technology",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100222547,1833
TN-In-US-GA-2013-1252,UNITED STATES,AIESEC GEORGIA TECH.,16-10-2013-07:37:31 PM,Global Internship,UPS - United Parcel Service,Company,Logistics and Transportation Services,,12-31-2013,06-30-2015,-,Marketing," Market Research & Evaluation, Introductory Marketing",-,-, English(Excellent),"Driver's licence,Project Management,Leadership skills,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Microsoft Access",Marketing,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100208164,1908
TN-In-US-CH-2013-1006,UNITED STATES,AIESEC CHAPEL HILL,16-11-2013-09:11:16 PM,Global Internship,Protochips,Company,Information Technology (Computer) Hardware,,03-16-2014,03-12-2015,-,Engineering," Introductory Engineering, Mechanical Engineering, Electrical Engineering",Marketing," Introductory Marketing, Market Research & Evaluation, International Marketing"," English(Excellent), French(Excellent), German(Excellent), Japanese(Excellent), Korean(Excellent)","Marketing / Selling skills,PC User Skills,Mac User Skills,Internet User Skills","Marketing,Engineering",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100216137,2081
TN-In-US-MA-2013-1203,UNITED STATES,AIESEC TEXAS A&M,21-11-2013-03:04:16 AM,Global Internship,Sierra Infosys Inc,Company,Information Technology (Computer) Services,,03-16-2014,04-11-2015,-,Marketing," Product Planning, Development & Control, Market Research & Evaluation, Introductory Marketing","Business Administration,Information Technology"," Software Development and Programming, Systems Analysis and Design, Introduction to Management / Business Administration", English(Excellent),"Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Microsoft SQL Server,Oracle,PeopleSoft,SAP,Microsoft Business Solution,Oracle,Client Servicing Skills","Business Administration,Information Technology,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100217220,2111
TN-In-US-MC-2014-2181,UNITED STATES,UNITED STATES,16-01-2014-08:57:30 PM,Global Internship,"Hills Pet Nutrition, Inc",Company,Retail & FMCG,,03-30-2014,03-30-2015,-,Marketing," Product Planning, Development & Control, International Marketing, Introductory Marketing",-,-, English(Excellent),"Driver's licence,Team Management,Project Management,Leadership skills,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Lotus Notes/Domino",Marketing,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100224879,2353
TN-In-US-MI-2014-1262,UNITED STATES,AIESEC MICHIGAN,28-02-2014-06:33:38 AM,Global Internship,SoftPath Technologies LLC,Company,Information Technology (Computer) Services,,05-31-2014,05-31-2015,-,Information Technology, Software Development and Programming,-,-, English(Excellent),"Java,Oracle,Oracle,.NET",Information Technology,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100231655,2640
TN-In-US-MI-2014-1265,UNITED STATES,AIESEC MICHIGAN,28-02-2014-06:41:54 AM,Global Internship,SoftPath Technologies LLC,Company,Information Technology (Computer) Services,,05-31-2014,05-31-2015,-,Information Technology, Software Development and Programming,-,-, English(Excellent),"Java,Oracle,Oracle,.NET",Information Technology,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100231658,2641
TN-In-US-MI-2014-1266,UNITED STATES,AIESEC MICHIGAN,28-02-2014-06:41:54 AM,Global Internship,SoftPath Technologies LLC,Company,Information Technology (Computer) Services,,05-31-2014,05-31-2015,-,Information Technology, Software Development and Programming,-,-, English(Excellent),"Java,Oracle,Oracle,.NET",Information Technology,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100231659,2642
TN-In-US-MI-2014-1261,UNITED STATES,AIESEC MICHIGAN,25-02-2014-02:59:12 PM,Global Internship,SoftPath Technologies LLC,Company,Information Technology (Computer) Services,,06-30-2014,06-30-2015,-,Marketing," Brand & Trademark Management, Advertising + Public Relations, Market Research & Evaluation","Business Administration,Communication & Journalism",-, English(Excellent),"Community Development,Windows Operating Systems,Marketing / Selling skills","Business Administration,Marketing,Communication & Journalism",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100231080,2643
TN-In-US-SJ-2014-1318,UNITED STATES,AIESEC SAN JOSE,21-03-2014-05:29:19 AM,Global Internship,CAL Insurance,Company,Insurance,,05-25-2014,05-21-2015,-,Information Technology," Network Management & Data Transmission, Software Development and Programming, User Applications, Systems Analysis and Design",Other Technical Subjects,-, English(Excellent),"TCP/IP,Windows Operating Systems,Team Management,Presentation skills,PC User Skills,Internet User Skills,MS Exchange,UMTS/GSM network management,Network Design,Microwave Transmission","Information Technology,Other Technical Subjects",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100237409,2854
TN-In-US-BC-2014-1298,UNITED STATES,AIESEC BARUCH,19-03-2014-02:54:56 PM,Global Internship,World Currency USA,Company,"Advertising, Public Relations or Marketing",,05-18-2014,05-18-2015,-,Business Administration,-,Marketing," Import & Export, International Marketing"," Chinese, Mandarin(Excellent), Chinese, Cantonese(Excellent), English(Excellent)","Windows Operating Systems,Marketing / Selling skills,PC User Skills,Client Servicing Skills","Business Administration,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100236826,2855
TN-In-US-BC-2014-1300,UNITED STATES,AIESEC BARUCH,21-03-2014-04:56:37 PM,Global Internship,Vendome Group LLC,Company,"Publishing, Broadcasting and Media",,05-31-2014,05-31-2015,-,Information Technology," Network Management & Data Transmission, Software Development and Programming, Web Development and Management",-,-, English(Excellent),"TCP/IP,UNIX/Linux OS,Windows Operating Systems,MacOS,HTML,Project Management,Presentation skills,PC User Skills,Mac User Skills,Internet User Skills,Photoshop,LAN (local area network),WAN (wide area network),Voice - IP Telephony (VoIP),Microsoft Business Solution,MySQL,Client Servicing Skills",Information Technology,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100237527,2864
TN-In-US-MC-2014-2186,UNITED STATES,UNITED STATES,01-04-2014-03:45:00 PM,Global Internship,IT Convergence,Company,Business Services,,05-31-2014,11-29-2015,-,Marketing," Introductory Marketing, Market Research & Evaluation, Advertising + Public Relations, Customer Relationship Management, International Marketing, Consumer + Buyer Behaviour",Information Technology,-," Chinese, Cantonese(Excellent), Portuguese(Excellent), Russian(Excellent)","Project Management,Training/ Facilitating skills,Leadership skills,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills","Information Technology,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100241758,2865
TN-In-US-MC-2014-2187,UNITED STATES,UNITED STATES,01-04-2014-07:30:54 PM,Global Internship,IT Convergence,Company,Business Services,,05-31-2014,11-29-2015,-,Marketing," Introductory Marketing, Market Research & Evaluation, Advertising + Public Relations, Customer Relationship Management, International Marketing, Consumer + Buyer Behaviour",Information Technology,-," Chinese, Cantonese(Excellent), Portuguese(Excellent), Russian(Excellent)","Project Management,Training/ Facilitating skills,Leadership skills,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Client Servicing Skills","Information Technology,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100241836,2866
TN-In-US-EC-2014-1210,UNITED STATES,AIESEC EAU CLAIRE,29-03-2014-02:31:08 AM,Global Internship,TEKLYNX,Company,Information Technology (Computer) Software,,06-30-2014,08-30-2015,-,Marketing," International Marketing, Consumer + Buyer Behaviour, Market Research & Evaluation","Business Administration,Information Technology"," Software Development and Programming, International Management, Project Management"," English(Excellent), Portuguese(Excellent)","Visual Basic,Project Management,Presentation skills,Marketing / Selling skills,PC User Skills,Internet User Skills,Microsoft SQL Server,Client Servicing Skills","Business Administration,Information Technology,Marketing",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100239879,2949
TN-In-US-IN-2014-1206,UNITED STATES,AIESEC INDIANA,02-04-2014-11:55:21 PM,Global Internship,DoubleMap Inc.,Company,Information Technology (Computer) Software,,05-31-2014,12-30-2015,-,Information Technology," User Applications, Mobile Applications, Software Development and Programming, Mobile Technology, Network Management & Data Transmission",Engineering, Electrical Engineering, English(Excellent),"Driver's licence,C,Java,PC User Skills,Mac User Skills,Javascript,Python,Android,iOS,Objective C","Information Technology,Engineering",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100242176,3002
TN-In-US-IN-2014-1207,UNITED STATES,AIESEC INDIANA,04-05-2014-03:05:52 AM,Global Internship,DoubleMap Inc.,Company,Information Technology (Computer) Software,,05-31-2014,12-30-2015,-,Information Technology," User Applications, Mobile Applications, Software Development and Programming, Mobile Technology, Network Management & Data Transmission",Engineering, Electrical Engineering, English(Excellent),"Driver's licence,C,Java,PC User Skills,Mac User Skills,Javascript,Python,Android,iOS,Objective C","Information Technology,Engineering",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100252135,3003
TN-In-US-YL-2014-1225,UNITED STATES,AIESEC YALE,16-04-2014-07:16:14 PM,Global Internship,Continuum of Care,Company,Health Care,,07-31-2014,09-23-2015,-,Human Resources,-,Business Administration," Organisation Management + Planning, Project Management", English(Native),"Project Management,Internet User Skills,Client Servicing Skills","Business Administration,Human Resources",-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100246761,3175
TN-In-US-MC-2014-2191,UNITED STATES,UNITED STATES,19-04-2014-12:35:23 AM,Global Internship,UCB,Company,Health Care,,06-02-2014,06-07-2015,-,Human Resources," Introductory HR management, International Resource Management",-,-, English(Excellent),"PC User Skills,SAP,Client Servicing Skills",Human Resources,-,-,http://www.myaiesec.net/exchange/viewtn.do?operation=executeAction&tnId=100247607,3181
